order, n, time, comps, swaps
ordered, 100, 0.000004, 0, 0
ordered, 1000, 0.000025, 0, 0
ordered, 10000, 0.000323, 0, 0
ordered, 100000, 0.004487, 0, 0
reversed, 100, 0.000003, 0, 0
reversed, 1000, 0.000038, 0, 0
reversed, 10000, 0.000459, 0, 0
reversed, 100000, 0.006188, 0, 0
randomized, 100, 0.000002, 0, 0
randomized, 1000, 0.000023, 0, 0
randomized, 10000, 0.000342, 0, 0
randomized, 100000, 0.004661, 0, 0
